Ora;Consumo carichi, kWh
1;9,599123525829466
2;9,599123525829466
3;9,599123525829466
4;9,599123525829466
5;9,599123525829466
6;9,599123525829466
7;15,80696188199385
8;28,222639005281522
9;28,222639005281522
10;28,222639005281522
11;25,73950366281577
12;25,73950366281577
13;25,73950366281577
14;25,73950366281577
15;25,73950366281577
16;25,73950366281577
17;25,73950366281577
18;25,73950366281577
19;25,73950366281577
20;28,222639005281522
21;28,222639005281522
22;20,77323297788426
23;15,80696188199385
24;9,599123525829466
25;9,599123525829466
26;9,599123525829466
27;9,599123525829466
28;9,599123525829466
29;9,599123525829466
30;9,599123525829466
31;15,80696188199385
32;28,222639005281522
33;28,222639005281522
34;28,222639005281522
35;25,73950366281577
36;25,73950366281577
37;25,73950366281577
38;25,73950366281577
39;25,73950366281577
40;25,73950366281577
41;25,73950366281577
42;25,73950366281577
43;25,73950366281577
44;28,222639005281522
45;28,222639005281522
46;20,77323297788426
47;15,80696188199385
48;9,599123525829466
49;9,935230375144535
50;9,935230375144535
51;9,935230375144535
52;9,935230375144535
53;9,935230375144535
54;16,479134484733578
55;26,949422155966452
56;29,56702489569248
57;26,949422155966452
58;21,71429886829522
59;21,71429886829522
60;21,71429886829522
61;21,71429886829522
62;21,71429886829522
63;21,71429886829522
64;21,71429886829522
65;26,949422155966452
66;26,949422155966452
67;29,56702489569248
68;29,56702489569248
69;29,56702489569248
70;21,71429886829522
71;16,479134484733578
72;9,935230375144535
73;9,935230375144535
74;9,935230375144535
75;9,935230375144535
76;9,935230375144535
77;9,935230375144535
78;16,479134484733578
79;26,949422155966452
80;29,56702489569248
81;26,949422155966452
82;21,71429886829522
83;21,71429886829522
84;21,71429886829522
85;21,71429886829522
86;21,71429886829522
87;21,71429886829522
88;21,71429886829522
89;26,949422155966452
90;26,949422155966452
91;29,56702489569248
92;29,56702489569248
93;29,56702489569248
94;21,71429886829522
95;16,479134484733578
96;9,935230375144535
97;9,935230375144535
98;9,935230375144535
99;9,935230375144535
100;9,935230375144535
101;9,935230375144535
102;16,479134484733578
103;26,949422155966452
104;29,56702489569248
105;26,949422155966452
106;21,71429886829522
107;21,71429886829522
108;21,71429886829522
109;21,71429886829522
110;21,71429886829522
111;21,71429886829522
112;21,71429886829522
113;26,949422155966452
114;26,949422155966452
115;29,56702489569248
116;29,56702489569248
117;29,56702489569248
118;21,71429886829522
119;16,479134484733578
120;9,935230375144535
121;9,935230375144535
122;9,935230375144535
123;9,935230375144535
124;9,935230375144535
125;9,935230375144535
126;16,479134484733578
127;26,949422155966452
128;29,56702489569248
129;26,949422155966452
130;21,71429886829522
131;21,71429886829522
132;21,71429886829522
133;21,71429886829522
134;21,71429886829522
135;21,71429886829522
136;21,71429886829522
137;26,949422155966452
138;26,949422155966452
139;29,56702489569248
140;29,56702489569248
141;29,56702489569248
142;21,71429886829522
143;16,479134484733578
144;9,935230375144535
145;9,935230375144535
146;9,935230375144535
147;9,935230375144535
148;9,935230375144535
149;23,50037105380486
150;47,00070101171931
151;57,47098868295218
152;60,088591422678206
153;57,47098868295218
154;52,23586539528095
155;52,23586539528095
156;52,23586539528095
157;52,23586539528095
158;52,23586539528095
159;42,06200988628571
160;42,06200988628571
161;47,29713317395694
162;47,29713317395694
163;43,132165574352804
164;29,56702489569248
165;29,56702489569248
166;21,71429886829522
167;16,479134484733578
